AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
||||0|||Medley Indústria Farmacêutica Ltda - Polo JK Santa Maria DF|Auxiliar de Produção|||4|Bachelor|Voluntário, Preparador de Processo|||||cv18608.xml
||||||||Gerente dos projetos de governança de TI|||4|Bachelor|Analista de sistemas WEB, Engenheiro de Software Sênior, Assistente Administrativo||||15|cv15647.xml
||||0|||A2DESIGNER|Analista/Desenvolvedor PHP|||4|Bachelor|Desenvolvedor PHP||||0|cv23340.xml
|||||||Bold Tecnologia Brasília - DF|Pleno QA Analyst|||4|Bachelor|Analista de Teste Pleno, Analista, Estagiário||||3|cv16213.xml
|||||||Gold System|Analista de Sistemas Java Pleno|||||Analista de Sistemas Java Jr/ Pleno, Analista de Sistemas Java Jr., Estagiário em Desenvolvimento Java||||8|cv13706.xml
|||||||||||1|Secondary Education||||||cv16139.xml
||||0|||Microlins / Projeta Gama - DF|Professor Informática Básica, Web Design, Montagem e Manutenção e Redes|||4|Bachelor||||||cv24190.xml
|||||||Capgemini Consulting Technology Outsourcing|Analista de Infraestrutura Sr.|||5|Master|Analista de Redes, Suporte Técnico, Redes, Infraestrutura e Segurança da Informação, Suporte Técnico||||8|cv5078.xml
|||||||CTIS Tecnologia S.A|Operador de Relacionamento|||4|Bachelor|Estagiário de Nível Superior, Auxiliar de Administração, Auxiliar de Escritório||||4|cv13767.xml
||||||||||||||||||cv7128.xml
||||0|||TIVIT TERCEIRIZAÇÃO DE PROCESSOS E SERVIÇOS E TECNOLOGIA S/A|Analista de Recrutamento e Seleção|||4|Bachelor|Analista de Recrutamento e Seleção, Atendimento, Auxiliar de Recursos Humanos||||5|cv37582.xml
|||||||FHE - Poupex|Associação de Poupança e Empréstimo|||4|Bachelor|Supervisor Sênior de Produção||||7|cv19466.xml
|||||||Centro de Educação a Distância (CEAD)|Analista de Infraestrutura|||4|Bachelor|Analista de Suporte, realização de, Chefe da Seção de Informações Organizacionais e Segurança de Tecnologia da Informação, Analista de Infraestrutura||||12|cv22085.xml
||||0|||UAISE SOLUÇÕES|ANALISTA DE PROJETOS E QUALIDADE SENIOR|||5|Master|e Financeiro, e Financeiro, Analista de Suporte - CPD||||4|cv14531.xml
|||||||Instituto de Pesquisas Eldorado|Auxiliar técnico|||4|Bachelor|Estágio extra-curricular, remunerado, Estágio extra-curricular, Auxiliar de Laboratório||||6|cv13003.xml
|||||||Pcsoft Tecnologia - Gerenciador de auto escola|Estagiário|||1|Secondary Education|Estagiário|||||cv11793.xml
|||||||Indra Company|Analista de sistemas|||4|Bachelor|Analista desenvolvedor de sistemas, Técnico de suporte, Analista de sistemas e Desenvolvedor||||3|cv11152.xml
|||||||Centro Universitário IESB. SGAN Quadra 609 - Mo dulo D, Av. L2 Norte Brasí -DFlia|Assistente Acade mico|||5|Master|Cadista, Cabo Exe rcito, Cabo Exe rcito||||11|cv33520.xml
|||||||ANATEL|Analista|||||Analista, Analista, Analista||||20|cv3804.xml
|||||||Experience|Analista de Teste|||||Analista de Teste, Analista de Teste Pl, Analista de Teste Jr||||6|cv22624.xml
|||||||Focusnetworks - OnLife Business Group|Analista de Requisitos/Projetos|||5|Master|Consultor de Projetos Sênior, Executivo de Atenção, Consultor Sênior / Scrum Master||||27|cv30057.xml
|||||||CTIS - Consórcio CTMONSI - CAIXA Econômica Federal|Analista de Requisitos|||5|Master|Analista de Sistemas, Analista de Requisitos, Técnico em Informática||||12|cv8697.xml
|||||||TGV Tecnologia Brasília-DF|Informações da Previdência Social|||5|Master|||||5|cv21037.xml
|||||||estado de Minas Gerais|Analista de Teste Junior II|||4|Bachelor|Analista de teste, Governance, Governance||||10|cv15137.xml
||||0||||N2 Distribuição Integrada|||4|Bachelor|||||4|cv36229.xml
|||||||Instituto Visão||||4|Bachelor||||||cv34099.xml
||||0|||Experience|Diretor|||||Gerente de Fábrica de Software, Analista de Sistemas, Analista de Sistemas||||10|cv21749.xml
||||||||||||||||||cv26428.xml
||||0|||PHP|desenvolvedor php Jr.|||||desenvolvedor php Jr., Desenvolvedor PHP Pleno||||3|cv22359.xml
||||0|||UNIMED DO ABC COOPERATIVA DE TRABALHO MÉDICO|Gerente de Tecnologia da Informação|||4|Bachelor|Gerente de Tecnologia da Informação, Superintendente de Tecnologia e Operações, Gerente Operacional||||42|cv13892.xml
||||0|||Call Tecnologia|Analista de Desenvolvimento Jr|||4|Bachelor|Estágio-Treinamento, Estágio - Recrutamento e Seleção, Estágio - Recrutamento e seleção/ Vendas||||4|cv36981.xml
|||||||Dual Tecnologia|Técnico em informática|||1|Secondary Education||||||cv7688.xml
|||||||CAPGEMINI/CPM BRAXIS|Especialista de Multiplataformas|||||Coordenador de Fábrica, Consultor de Sistemas, Analista de Sistemas/ Coordenador||||23|cv12422.xml
||||0|||SAP|Gerente de projeto e Líder Funcional SAP (Finanças)|||5|Master|Consultor Funcional SAP, Gerente de projeto e Funcional Sênior SAP, Consultor Funcional Sênior SAP (Finanças) - (FM - PSM) e||||15|cv37469.xml
||||0|||Stefanini|Software Configuration Manager|||4|Bachelor|System Analyst, Software Configuration Analyst, Software Configuration Analyst|||||cv22496.xml
||||||||CONSULTOR ESPECIALISTA|||||CONSULTOR ESPECIALISTA, ANALISTA DE SISTEMAS, ANALISTA DE SISTEMAS||||11|cv6165.xml
|||||||Space Adserver|Desenvolvedor Node.js|||4|Bachelor|Escriturário, Assistente Sênior, Trainee||||7|cv2335.xml
|||||||BlackBull Network|Pre-Sales Engineer|||4|Bachelor|Suporte Técnico Sênior, consultor técnico, Pre-Sales Engineer||||15|cv5958.xml
||||0|||POSTAL SAUDE em DF|Analista Administrativo Controladoria|||4|Bachelor|Técnico em Sistemas de comutação, Analista Administrativo Controladoria, Engenheiro de Computação||||10|cv29031.xml
||||0|||Brasília-DF|Analista de Redes|||4|Bachelor|Analista de Redes, Analista de Suporte, Analista de Suporte ( Administração de redes / Suporte)||||15|cv18566.xml
|||||||Centro Educacional Sena Aires -- Valparaíso / GO|Técnico Administrativo|||4|Bachelor|Estagiaria, Secretária e Projetista|||||cv6635.xml
|||||||Advocacia Geral Da União|Técnico de Suporte nível I|||4|Bachelor|Técnico De Suporte Jr, Técnico||||9|cv1710.xml
||||0|||||||4|Bachelor||||||cv37351.xml
|||||||UltraCenter|Op|||4|Bachelor|||||0|cv26389.xml
|||||||IBEL SERVIÇOS TERCEIRIZADOS|Gerente Comercial|||||Supervisor, Gerente Hunter, Estagiário Coordenador de Vendas||||12|cv3830.xml
|||||||Universidade Estácio de Sá Especialização e em Engenharia de Software, Tecnologia da Informação|Analista de Testes|||||Estágio em Teste de Software, Bacharel em Sistemas de Informação, Tecnologia da Informação||||6|cv23994.xml
|||||||Conselho Cultural Thomas Jefferson|Estagiária Suporte Técnico|||||Analista de Projetos, Técnico em Informática N2, Montador e Reparador de Micro||||2|cv34492.xml
|||||||União Química Farmacêutica Nacional|Administrador de Redes|||4|Bachelor|Analista de Suporte Pleno, Analista de Suporte Jr, Professor||||6|cv1713.xml
|||||||Testador, CAST Informática. em DF||||||||||4|cv29612.xml
||||0|||Wise Informatica|Analista de Sistemas|||4|Bachelor|Menor Aprendiz, Analista de Sistemas||||8|cv2026.xml
|||||||Ex soluções|estagiário|||||estagiário||||1|cv19080.xml
||||0|||GRÁFICA RELEVO ZEZINHO, Sudoeste, Brasília, DF, Brasil|Arte finalista|||4|Bachelor|Arte finalista, Estagiário||||3|cv20551.xml
||||0|||Serviço Social do Comércio - SESC|Administrador de Redes|||5|Master|Administrador de Redes||||1|cv15262.xml
|||||||CTIS TECNOLOGIA S.A|Programador|||||Desenvolvedor C#, Coordenador Técnico, Técnico de Rede Lan Pleno||||5|cv9098.xml
|||||||Banco Central do Brasil||||4|Bachelor||||||cv27673.xml
|||||||CASA DA ÁRVORE COMUNICAÇÃO|Desenvolvimento|||||Desenvolvimento, Gerente|||||cv5767.xml
||||0|||Global Prime - Claro Empresas|Supervisora de Recursos Humanos|||||Supervisora de Recursos Humanos, Supervisora Administrativa, Assistente Administrativo e Auxiliar Administrativo||||5|cv37775.xml
||||0|||||||1|Secondary Education||||||cv20454.xml
||||0|||Mirante Tecnologia|Analista de Sistemas|||||Analista Desenvolvedor Pleno, Analista de Sistemas, Analista de Sistemas||||6|cv26221.xml
|||||||Diretório Acadêmico da Computação(DRACO/INF-UFG)|Estagiário|||4|Bachelor|Primeiro Secretário||||3|cv10912.xml
|||||||Caixa Seguradora concuiáo|Desenvolvedor Júnior '|||||Estágio de Desenvolvimento, Estágio de Suporte Técnico 12013||||4|cv34978.xml
||||0|||||||4|Bachelor||||||cv37602.xml
|||||||Agropecuaria Pró Bichos|Balconista|||4|Bachelor|Auxilia administrativo, Menor Aprendiz - Auxilia administrativo||||4|cv15488.xml
|||||||Onco Vida Instituto Especializado de Oncologia Ltda|Analista de Suporte|||4|Bachelor|Analista de Suporte, Estágio extracurricular||||1|cv4580.xml
|||||||FIAP Gestão de Tecnologia da Informação|Project Manager|||||IT Specialist, Coordenador de Projetos, Coordenador de Projetos||||19|cv31130.xml
||||0|||Instituto de Pesquisas Eldorado|Auxiliar Técnico|||||Auxiliar Técnico, Assistente Administrativo||||3|cv23144.xml
||||0|||Imóveis do DF|Atendente|||||||||5|cv38857.xml
|||||||ATP SA|Analista de Sistemas Sênior|||4|Bachelor|Analista de Sistemas||||5|cv2147.xml
||||0|||FREELANCE - ITSingular|Gestão de relacionamento|||5|Master|de Tecnologia da Informação, Consultor, Integradora de Soluções de T.I||||17|cv38892.xml
||||0|||Indution|Analista de requisitos|||||||||3|cv22648.xml
||||0|||Master of Business Administration|Activities and Societies|||||Gerente de Configuração e Mudança, Coordenador de Projetos, Analista de Sistemas||||6|cv22701.xml
|||||||Golden Tulip Hotel||||4|Bachelor|||||12|cv1678.xml
||||||||Freelance em Sistemas comerciais|||||Tele operador Telemarketing||||20|cv1985.xml
|||||||Network Specialist at SONDA IT & CTIS Technology na CTIS Tecnologia|Adminsitrador de Redes SR|||||Adminsitrador de Redes SR, Coordenador de TI e Administrador de Redes SR, Coordenador de TI e Administrador de Redes SR||||5|cv1709.xml
|||||||CPM Braxis & Capgemini entrou|Funcionário|||4|Bachelor|Funcionário, Coordenador de QA, Analista de Requisitos||||5|cv12447.xml
||||0|||CV ARQUITETURA LTDA, BRASÍLIA, DF|GERENTE DE PROJETOS|||5|Master|AUXILIAR DE PROJETISTA||||9|cv13961.xml
|||||||ALSC - Comercio de Publicações Jurídicas Ltda|Editor Web -|||5|Master|Administrador de rede, Administrador de rede -, Administrador de rede||||14|cv33363.xml
||||||||Gerente|||||e Fisioterapia, Assistente Administrativo, Estagiária de Recursos Humanos||||6|cv27884.xml
||||0|||||||5|Master||||||cv22726.xml
|||||||STEFANINI|Técnico Suporte II.|||4|Bachelor|Técnico, Analista de Suporte Técnico Jr I., Técnico Operador||||16|cv11901.xml
|||||||Iterative Analista Desenvolvedor. Net|Analista Desenvolvedor. Net Pleno|||4|Bachelor|Analista Desenvolvedor. Net Pleno, Analista Programador, Estagiário em analise e desenvolvimento de software||||3|cv32991.xml
||||0|||Remax Lançamentos|Corretor de Imóveis|||2|Vocational Education|Corretor de Imóveis||||4|cv38719.xml
|||||||CEMIG e LIGHT|Analista de Requisitos|||4|Bachelor|Analista de Sistemas||||3|cv2617.xml
||||0|||Receita Federal|Desenvolvedor Web Junior|||4|Bachelor|Desenvolvedor Web Junior, Programador Web, Programador Web||||9|cv14327.xml
||||0|||Magnum Tires (Fábrica Multinacional de Pneus Remoldados)|Voluntário PMI-ES|||5|Master|Gerente Administrativo, Analista Tecnologia da Informação (Supervisor), Voluntário PMI-ES||||11|cv18563.xml
|||||||||||4|Bachelor||||||cv27651.xml
||||0||||Técnico de Suporte Pleno, IOS Informática Organização e Sistemas em DF|||4|Bachelor|Técnico de Suporte Pleno, Técnico de Informática Junior, Estagiário||||4|cv29348.xml
||||0|||Canadá|RH Generalista|||5|Master|RH Generalista, Educador, Psicólogo Comunitário||||7|cv39333.xml
||||0|||Panamá - www.fortinetxtremeteam.com|Analista de Segurança da Informação Pleno na Network Secure Segurança da Informação|||5|Master|Sup. Téc. Informática I-II / Analis de Redes Jr, Redes, Administrador de Redes||||11|cv18606.xml
|||||||CTIS|Desenvolvedor Pleno|||5|Master|Desenvolvedor Sênior, Técnico em Programação, Estagiário (Desenvolvedor)||||9|cv34437.xml
|||||||CTIS IT Services - Atual|Analista de Requisitos|||5|Master|Analista de Requisitos, Estagiária - Desenvolvimento de Software|||||cv6875.xml
|||||||RESPONSABILIDADES|Desenvolvedor|||||||||1|cv12248.xml
|||||||ALTRAN Technologies, SA|Analista de Processos/ Requisitos Senhor|||||Analista de Processos/ Requisitos Senhor, INEP, ANALISTA DE PROCESSOS||||10|cv4805.xml
|||||||Empresa via040 (Nova Lima - MG)|Analista de infraestrutura jr|||4|Bachelor|Analista de infraestrutura jr, Analista de Monitoração, Técnico de Campo||||5|cv1947.xml
||||0|||Instituto Tecnológico Vale|Pesquisador|||5|Master|Desenvolvedor Front-end, Estágiário em Desenvolvimento de Software, Estagiário em Webdesign||||7|cv24072.xml
||||0|||SOFT Soluções Web|Desenvolvedor Frontend|||4|Bachelor|Web Designer Sênior, Web Designer, Web Designer||||11|cv32722.xml
||||0||||Analista de Suporte Bilíngue|||4|Bachelor|Analista de Suporte, Tutor de informática||||2|cv24231.xml
|||||||Capgemini|Analista|||5|Master|Desenvolvedor, Desenvolvedor||||3|cv4713.xml
|||||||||||4|Bachelor||||||cv27073.xml
||||0|||Stefanini|Analista de Requisitos|||||||||1|cv22732.xml
|||||||Mada Informática, Intelecta Tecnologia e DPP-Distribuidora de Automação e Peças|Executivo de Negócios|||5|Master|Gerente de Contas, Consultor Comercial, Gerente Comercial||||10|cv10167.xml
|||||||Millenium - CaixaSeguradora|Consultor de integração de Sistemas|||4|Bachelor|Consultor de soluções, Líder de projetos, Analista Desenvolvedor Sênior||||13|cv15557.xml
|||||||Ministério da Indústria, Comércio Exterior e Serviços|Estágio de Recursos Humanos|||||Recepção, Jovem aprendiz|||||cv12125.xml
||||0|||Transoft Informática Ltda|Gerente de Qualidade de Software|||4|Bachelor|Coordenadora do Atendimento à Cliente e Qualidade de Software, Auxiliar Administrativo, Recepcionista, Caixa e Telefonista||||5|cv15236.xml
||||0||||Desenvolvedor .net|||4|Bachelor|Consultor de Imóveis, Estagio, Estágio de Suporte Técnico||||13|cv32941.xml
|||||||BWK Soluções Tecnológicas|Desenvolvedor Júnior|||4|Bachelor|Técnico de Suporte, Agente Rotativo||||3|cv29989.xml
|||||||Polisys Informática|Analista de Redes|||4|Bachelor|Analista de Sistemas||||17|cv8272.xml
|||||||Hospital de Base do Distrito Federal|Estagiário|||4|Bachelor|||||3|cv21176.xml
|||||||CTIS/TSE|Gerente Técnico|||4|Bachelor|Professor faculdade projeção, Coordenador de Engenharia de Software, Professor Senac||||27|cv12792.xml
|||||||Instituto de Pequisa Eldorado entrou|Analista de Sistemas|||4|Bachelor|Desenvolvedor, Desenvolvedor||||3|cv3797.xml
|||||||CompLine anexando documentos da Caixa Econômica Federal|Estágio|||4|Bachelor||||||cv27626.xml
|||||||Fundap/tecreg|Estagiário|||4|Bachelor|Soldado PM Temporário||||6|cv10947.xml
||||0|||PRIMAGE AGÊNCIA DIGITAL|ANALISTA/PROGRAMADOR|||4|Bachelor|||||4|cv19773.xml
||||0|||EZ-Security|Analista de Disponibilidade Sênior|||4|Bachelor|Engenheiro de Sistemas, Analista de Suporte Senior, Engenheiro de Sistemas||||17|cv14806.xml
||||0|||Brasília - DF|Desenvolvedor|||5|Master|Analista Desenvolvedor, Desenvolvedor Sênior, Desenvolvedor Java - Pleno||||9|cv1321.xml
||||0|||Instituto de Pesquisa Eldorado|Web Design|||4|Bachelor|Web Design, Web Design||||9|cv15362.xml
||||0|||BB Tecnologia|Analista Especialista Java Pleno|||||Analista Especialista Java Pleno, Analista Especialista em Dados, Analista Java Pleno||||6|cv22494.xml
|||||||||||4|Bachelor||||||cv1132.xml
|||||||CTIS Tecnologia - Matriz - CTIS|Desenvolvedor PHP|||4|Bachelor|Programador de Sistemas, Autônomo||||4|cv34018.xml
|||||||Prefeitura Municipal de Chapada Gaúcha - MG|Coordenador de Licitações|||1|Secondary Education|Coordenador de Licitações, Secretário Geral e Tesoureiro, Instrutor de Informática||||10|cv11602.xml
||||0|||Global System - Business Solutions|Analista de Recrutamento e Seleção|||||Analista de Recrutamento e Seleção, Analista de RH, Analista de RH||||6|cv30956.xml
||||0|||Digital Solutions - Av. Brasil Norte , Prédio da Caixa Economica Federal|Consultor de Desenvolvimento de Sistemas|||4|Bachelor|Analista de Sistemas|||||cv19543.xml
|||||||Progama do Sebrae|Local de Inovação|||5|Master|Gerente de Projetos, Analista de Requisitos, Analista de Produto||||7|cv8232.xml
||||0|||Cast Informática|Técnico de Suporte em Redes|||5|Master|Supervisor de Projeto, Estagiário, Técnico em Informática||||14|cv17602.xml
|||||||Estaleiro Jurong Aracruz|Estagiário de Tecnologia da Informação|||4|Bachelor|Serviços prestados, Instrutor de Informática, via Recibo de Pagamento Autônomo - RPA||||3|cv1717.xml
|||||||Plano Consultoria|Gerente de Projetos|||4|Bachelor|Coordenadora de faturamento, Assistente Administrativo||||8|cv17473.xml
|||||||Universidade de Brasília - Campus Gama|Monitor|||4|Bachelor|Aluno, Monitor||||5|cv33851.xml
|||||||Bbtur Viagens e Turismo|Assistente Administrativo|||4|Bachelor|Estagiária, Assistente Administrativo, Técnico de informática||||8|cv6572.xml
|||||||||||4|Bachelor||||||cv27654.xml
||||0|||Tribunal Regional Federal da Primeira Região|Estagiário|||4|Bachelor|||||3|cv18872.xml
|||||||||||5|Master||||||cv569.xml
||||0|||Tribunal Regional Federal da Primeira Região (TRF1)|Estagiário em Eletrônica|||4|Bachelor|Estagiário em Eletrônica||||1|cv36597.xml
|||||||GRUPO INOVA / BRASÍLIA-DF|Desenvolvedor Nível II|||1|Secondary Education|Gerente de Informação, Analista/Desenvolvedor C#, Analista/Desenvolvedor Java Pleno||||19|cv7660.xml
||||0|||||||4|Bachelor||||||cv22196.xml
||||0|||Caixa Economica Federal|Coordenador de TI|||||Coordenador||||4|cv17255.xml
|||||||GRUPO POLYELLE CALÇADOS de|Gerente de Recursos Humanos|||5|Master|Coordenador de Recursos Humanos, Coordenador de Recursos Humanos, Gerente de Recursos Humanos||||9|cv20221.xml
|||||||||||1|Secondary Education||||||cv7430.xml
||||0|||vendedora, Fujioka Eletro Imagem S/A em DF|Assistente de Recursos Humanos|||4|Bachelor|Assistente de Recursos Humanos||||7|cv29490.xml
||||0|||SAFETIX PPE - RAHMAN GROUP KOLKATA (Índia)|Analista de Negócios|||||IT Talent Acquisition Specialist, Estagiária de RH, Assistente de seleção||||4|cv37648.xml
||||0||||Supervisora de Recrutamento e seleção Jr.|||||Supervisora de Recrutamento e seleção Jr., Operador de atendimento I||||5|cv36244.xml
||||0|||CWI SOFTWARE|Analista de Recursos Humanos|||4|Bachelor|Estagiária de Educação Corporativa, Estagiária de Recursos Humanos, Estagiária de Recursos Humanos||||8|cv33456.xml
