LanguageProficiencyCode|LanguageProficiencyCodeDescription|LanguageSkillCode|LanguageSkillCodeDescription|id
3|Intermediate|EN|English|cv8385.xml
6|Native|PT|Portuguese|cv29431.xml
||||cv18040.xml
||||cv19345.xml
||||cv33548.xml
||BA|Bashkir|cv11437.xml
2|Basic Knowledge|EN|English|cv2055.xml
||EN|English|cv8538.xml
||ES|Spanish|cv8538.xml
||||cv14554.xml
||||cv7812.xml
||EN|English|cv33532.xml
3|Intermediate|EN|English|cv18464.xml
2|Basic Knowledge|EN|English|cv19999.xml
||||cv21717.xml
4|Advanced|EN|English|cv24230.xml
||||cv9811.xml
3|Intermediate|EN|English|cv23349.xml
2|Basic Knowledge|EN|English|cv27415.xml
2|Basic Knowledge|ES|Spanish|cv27415.xml
||||cv23405.xml
||||cv25289.xml
||||cv36503.xml
||||cv26256.xml
||||cv11917.xml
||||cv2465.xml
3|Intermediate|ES|Spanish|cv17428.xml
3|Intermediate|EN|English|cv17428.xml
||||cv9408.xml
||||cv32701.xml
||||cv23034.xml
||||cv2854.xml
4|Advanced|EN|English|cv14917.xml
2|Basic Knowledge|ES|Spanish|cv14917.xml
3|Intermediate|EN|English|cv10945.xml
4|Advanced|EN|English|cv26335.xml
||||cv9246.xml
||||cv37685.xml
||||cv21058.xml
3|Intermediate|EN|English|cv18216.xml
5|Near Native|EN|English|cv17305.xml
3|Intermediate|EN|English|cv10792.xml
2|Basic Knowledge|EN|English|cv33444.xml
||EN|English|cv26774.xml
||EN|English|cv33405.xml
2|Basic Knowledge|EN|English|cv15219.xml
2|Basic Knowledge|ES|Spanish|cv15219.xml
||EN|English|cv11992.xml
||||cv30939.xml
||||cv6748.xml
||||cv36509.xml
2|Basic Knowledge|EN|English|cv5152.xml
||EN|English|cv18810.xml
||ES|Spanish|cv18810.xml
2|Basic Knowledge|EN|English|cv33491.xml
||||cv12182.xml
||||cv24192.xml
5|Near Native|PT|Portuguese|cv10432.xml
3|Intermediate|EN|English|cv10432.xml
4|Advanced|ES|Spanish|cv10432.xml
3|Intermediate|EN|English|cv34277.xml
2|Basic Knowledge|ES|Spanish|cv34277.xml
||||cv2178.xml
4|Advanced|EN|English|cv20230.xml
4|Advanced|ES|Spanish|cv20230.xml
||||cv15838.xml
||||cv15374.xml
||||cv23030.xml
3|Intermediate|EN|English|cv37157.xml
||||cv4224.xml
||||cv21275.xml
||||cv33269.xml
||||cv12181.xml
6|Native|PT|Portuguese|cv15462.xml
4|Advanced|EN|English|cv15462.xml
2|Basic Knowledge|EN|English|cv11081.xml
||||cv23039.xml
||||cv12376.xml
3|Intermediate|EN|English|cv9094.xml
3|Intermediate|ES|Spanish|cv9094.xml
||PL|Polish|cv9177.xml
||||cv17318.xml
||||cv3130.xml
||EN|English|cv15203.xml
||||cv6924.xml
3|Intermediate|EN|English|cv804.xml
||||cv10900.xml
3|Intermediate|EN|English|cv12856.xml
||||cv10972.xml
||||cv12566.xml
||EN|English|cv19760.xml
4|Advanced|PT|Portuguese|cv29742.xml
3|Intermediate|ES|Spanish|cv29742.xml
3|Intermediate|EN|English|cv29742.xml
3|Intermediate|EN|English|cv15977.xml
||||cv34063.xml
2|Basic Knowledge|EN|English|cv17958.xml
||EN|English|cv7150.xml
||||cv33355.xml
||||cv21052.xml
3|Intermediate|EN|English|cv8079.xml
||||cv5934.xml
||||cv38554.xml
||||cv20888.xml
||||cv18271.xml
3|Intermediate|EN|English|cv34771.xml
||||cv6216.xml
||EN|English|cv10242.xml
5|Near Native|EN|English|cv34332.xml
5|Near Native|IT|Italian|cv34332.xml
2|Basic Knowledge|ES|Spanish|cv34332.xml
||EN|English|cv32930.xml
||||cv38127.xml
||||cv22661.xml
||||cv12568.xml
3|Intermediate|EN|English|cv9801.xml
2|Basic Knowledge|ES|Spanish|cv9801.xml
6|Native|PT|Portuguese|cv29308.xml
4|Advanced|EN|English|cv11885.xml
6|Native|PT|Portuguese|cv28964.xml
3|Intermediate|EN|English|cv8668.xml
2|Basic Knowledge|ES|Spanish|cv8668.xml
||||cv18589.xml
3|Intermediate|EN|English|cv34705.xml
||||cv52.xml
||||cv27169.xml
3|Intermediate|EN|English|cv10907.xml
||||cv8863.xml
||||cv15563.xml
5|Near Native|EN|English|cv6301.xml
||||cv5052.xml
4|Advanced|EN|English|cv15854.xml
||||cv9590.xml
2|Basic Knowledge|EN|English|cv37584.xml
||EN|English|cv15497.xml
||FR|French|cv15497.xml
||ES|Spanish|cv15497.xml
||DE|German|cv15497.xml
||||cv20634.xml
5|Near Native|EN|English|cv759.xml
4|Advanced|EN|English|cv38829.xml
2|Basic Knowledge|EN|English|cv7292.xml
3|Intermediate|EN|English|cv36203.xml
4|Advanced|EN|English|cv27886.xml
2|Basic Knowledge|ES|Spanish|cv27886.xml
6|Native|PT|Portuguese|cv27886.xml
||||cv33283.xml
||||cv2867.xml
5|Near Native|EN|English|cv7813.xml
||FR|French|cv7813.xml
||||cv8998.xml
||EN|English|cv30034.xml
3|Intermediate|EN|English|cv15487.xml
4|Advanced|EN|English|cv11635.xml
2|Basic Knowledge|ES|Spanish|cv11635.xml
||||cv20938.xml
||||cv26494.xml
3|Intermediate|EN|English|cv9963.xml
||EN|English|cv10704.xml
||||cv10709.xml
||||cv38801.xml
||||cv25943.xml
||EN|English|cv3357.xml
||TE|Telugu|cv3357.xml
||||cv3357.xml
||||cv3357.xml
||||cv3357.xml
3|Intermediate|EN|English|cv29567.xml
6|Native|PT|Portuguese|cv29567.xml
||||cv33428.xml
2|Basic Knowledge|ES|Spanish|cv9546.xml
||||cv26857.xml
||||cv5741.xml
||||cv36181.xml
||||cv22414.xml
6|Native|PT|Portuguese|cv29224.xml
2|Basic Knowledge|EN|English|cv29224.xml
3|Intermediate|EN|English|cv1675.xml
||ES|Spanish|cv1675.xml
5|Near Native|PT|Portuguese|cv8359.xml
6|Native|ES|Spanish|cv8359.xml
4|Advanced|EN|English|cv8359.xml
||||cv10659.xml
||||cv21456.xml
6|Native|PT|Portuguese|cv29284.xml
3|Intermediate|EN|English|cv6101.xml
||||cv4237.xml
||||cv27226.xml
||||cv18941.xml
2|Basic Knowledge|EN|English|cv37535.xml
||||cv21095.xml
6|Native|PT|Portuguese|cv7690.xml
||||cv1062.xml
5|Near Native|ES|Spanish|cv38115.xml
||EN|English|cv38115.xml
3|Intermediate|EN|English|cv37161.xml
||||cv27256.xml
4|Advanced|EN|English|cv31191.xml
2|Basic Knowledge|ES|Spanish|cv12116.xml
2|Basic Knowledge|EN|English|cv12116.xml
||||cv18758.xml
4|Advanced|ES|Spanish|cv17456.xml
4|Advanced|EN|English|cv17456.xml
||||cv33625.xml
4|Advanced|EN|English|cv29666.xml
6|Native|PT|Portuguese|cv29666.xml
3|Intermediate|EN|English|cv13949.xml
||EN|English|cv39194.xml
4|Advanced|EN|English|cv32957.xml
2|Basic Knowledge|ES|Spanish|cv32957.xml
||EN|English|cv14851.xml
2|Basic Knowledge|EN|English|cv38116.xml
2|Basic Knowledge|ES|Spanish|cv38116.xml
4|Advanced|EN|English|cv7293.xml
||EN|English|cv36781.xml
3|Intermediate|EN|English|cv8767.xml
||||cv25023.xml
||||cv21964.xml
||||cv191.xml
||||cv33555.xml
||EN|English|cv34444.xml
3|Intermediate|EN|English|cv12579.xml
||EN|English|cv2508.xml
||||cv37311.xml
||EN|English|cv3770.xml
||||cv11632.xml
||||cv26772.xml
||||cv33905.xml
4|Advanced|EN|English|cv20873.xml
||||cv21816.xml
||||cv12677.xml
||ES|Spanish|cv12748.xml
||EN|English|cv12748.xml
3|Intermediate|FR|French|cv12748.xml
||EN|English|cv12861.xml
||||cv27669.xml
||||cv9426.xml
||||cv23036.xml
3|Intermediate|EN|English|cv34330.xml
3|Intermediate|ES|Spanish|cv34330.xml
||||cv27438.xml
||EN|English|cv12402.xml
||ES|Spanish|cv12402.xml
4|Advanced|EN|English|cv29602.xml
6|Native|PT|Portuguese|cv29602.xml
2|Basic Knowledge|ES|Spanish|cv29602.xml
||ES|Spanish|cv5236.xml
||EN|English|cv5236.xml
||||cv20148.xml
||||cv4267.xml
6|Native|PT|Portuguese|cv10042.xml
||EN|English|cv10042.xml
||||cv37387.xml
||||cv37500.xml
3|Intermediate|EN|English|cv11217.xml
5|Near Native|PT|Portuguese|cv12642.xml
||EN|English|cv12642.xml
||EN|English|cv1982.xml
3|Intermediate|EN|English|cv5287.xml
||ES|Spanish|cv5287.xml
||||cv34366.xml
||EN|English|cv25408.xml
||||cv37048.xml
||||cv12729.xml
||||cv22668.xml
3|Intermediate|EN|English|cv35349.xml
||ES|Spanish|cv3279.xml
||EN|English|cv3279.xml
||||cv21938.xml
4|Advanced|EN|English|cv15209.xml
3|Intermediate|EN|English|cv37215.xml
||||cv280.xml
||||cv11146.xml
||||cv5581.xml
||||cv25549.xml
||||cv933.xml
||||cv8624.xml
||EN|English|cv26804.xml
||||cv15546.xml
6|Native|PT|Portuguese|cv29353.xml
3|Intermediate|EN|English|cv29353.xml
||||cv588.xml
||||cv35205.xml
||||cv24327.xml
||EN|English|cv488.xml
||TW|Twi|cv488.xml
4|Advanced|EN|English|cv27901.xml
3|Intermediate|ES|Spanish|cv27901.xml
3|Intermediate|EN|English|cv18346.xml
2|Basic Knowledge|ES|Spanish|cv18346.xml
4|Advanced|EN|English|cv12881.xml
||EN|English|cv27798.xml
||ES|Spanish|cv27798.xml
||IT|Italian|cv27798.xml
||||cv34307.xml
||EN|English|cv26939.xml
||ES|Spanish|cv26939.xml
||||cv3908.xml
3|Intermediate|EN|English|cv37711.xml
3|Intermediate|ES|Spanish|cv37711.xml
||||cv22590.xml
||||cv5588.xml
||||cv4500.xml
||||cv6651.xml
||||cv18655.xml
2|Basic Knowledge|EN|English|cv29147.xml
6|Native|PT|Portuguese|cv29147.xml
2|Basic Knowledge|ES|Spanish|cv29147.xml
2|Basic Knowledge|EN|English|cv29264.xml
6|Native|PT|Portuguese|cv29264.xml
2|Basic Knowledge|ES|Spanish|cv29264.xml
||||cv17965.xml
||EN|English|cv12767.xml
3|Intermediate|EN|English|cv16190.xml
4|Advanced|EN|English|cv27664.xml
3|Intermediate|EN|English|cv1646.xml
||||cv22171.xml
||||cv27500.xml
||||cv23700.xml
6|Native|PT|Portuguese|cv19284.xml
3|Intermediate|EN|English|cv19284.xml
||||cv24402.xml
||||cv26892.xml
6|Native|PT|Portuguese|cv5320.xml
2|Basic Knowledge|EN|English|cv5320.xml
||||cv1100.xml
3|Intermediate|EN|English|cv17368.xml
||ES|Spanish|cv17368.xml
||ES|Spanish|cv5695.xml
||EN|English|cv5695.xml
3|Intermediate|EN|English|cv12666.xml
4|Advanced|ET|Estonian|cv34246.xml
4|Advanced|EN|English|cv34246.xml
2|Basic Knowledge|ES|Spanish|cv34246.xml
3|Intermediate|EN|English|cv20665.xml
||||cv21643.xml
||||cv15554.xml
4|Advanced|EN|English|cv15554.xml
3|Intermediate|ES|Spanish|cv15554.xml
||||cv15934.xml
3|Intermediate|EN|English|cv14365.xml
||ES|Spanish|cv2357.xml
||||cv37850.xml
||||cv34196.xml
3|Intermediate|EN|English|cv24279.xml
||||cv21413.xml
5|Near Native|ES|Spanish|cv33499.xml
||||cv5005.xml
||||cv34718.xml
||||cv31247.xml
||||cv22188.xml
||||cv23086.xml
||||cv7634.xml
||||cv35063.xml
||||cv21903.xml
||||cv16081.xml
||||cv27571.xml
3|Intermediate|EN|English|cv15746.xml
2|Basic Knowledge|DE|German|cv15746.xml
||EN|English|cv24031.xml
||EN|English|cv22004.xml
||ES|Spanish|cv22004.xml
4|Advanced|EN|English|cv27343.xml
||EN|English|cv12774.xml
||||cv22519.xml
2|Basic Knowledge|EN|English|cv15228.xml
||||cv22207.xml
3|Intermediate|EN|English|cv12933.xml
||||cv26352.xml
||EN|English|cv37273.xml
||||cv22430.xml
||||cv36478.xml
4|Advanced|EN|English|cv30802.xml
3|Intermediate|ES|Spanish|cv30802.xml
4|Advanced|EN|English|cv23226.xml
||ES|Spanish|cv23226.xml
||||cv13696.xml
||||cv7503.xml
3|Intermediate|EN|English|cv33504.xml
||||cv33412.xml
||||cv20993.xml
2|Basic Knowledge|||cv11291.xml
2|Basic Knowledge|DA|Danish|cv11291.xml
4|Advanced|EN|English|cv17830.xml
||||cv30741.xml
3|Intermediate|EN|English|cv11396.xml
3|Intermediate|EN|English|cv8110.xml
||||cv21765.xml
6|Native|PT|Portuguese|cv28925.xml
3|Intermediate|EN|English|cv1701.xml
||||cv36703.xml
||||cv37955.xml
||||cv21109.xml
||EN|English|cv37632.xml
4|Advanced|EN|English|cv10796.xml
||||cv21699.xml
||||cv21996.xml
4|Advanced|ES|Spanish|cv7841.xml
2|Basic Knowledge|EN|English|cv7841.xml
2|Basic Knowledge|KO|Korean|cv7841.xml
||||cv27729.xml
||EN|English|cv20375.xml
4|Advanced|PT|Portuguese|cv10533.xml
||PT|Portuguese|cv10533.xml
||EN|English|cv10533.xml
||||cv4906.xml
||||cv3296.xml
||||cv18247.xml
4|Advanced|EN|English|cv8880.xml
4|Advanced|EN|English|cv34885.xml
4|Advanced|ES|Spanish|cv34885.xml
3|Intermediate|EN|English|cv21163.xml
||||cv30814.xml
3|Intermediate|EN|English|cv14323.xml
3|Intermediate|ES|Spanish|cv14323.xml
2|Basic Knowledge|EN|English|cv4489.xml
||||cv8460.xml
||EN|English|cv22972.xml
3|Intermediate|ES|Spanish|cv22972.xml
||||cv1634.xml
||||cv12266.xml
||||cv36835.xml
2|Basic Knowledge|EN|English|cv30800.xml
2|Basic Knowledge|ES|Spanish|cv30800.xml
||||cv34529.xml
||||cv22743.xml
||||cv3175.xml
||||cv36491.xml
5|Near Native|EN|English|cv11627.xml
3|Intermediate|ES|Spanish|cv11627.xml
5|Near Native|EN|English|cv13698.xml
2|Basic Knowledge|ES|Spanish|cv13698.xml
3|Intermediate|EN|English|cv35391.xml
||||cv23333.xml
4|Advanced|EN|English|cv33389.xml
3|Intermediate|ES|Spanish|cv33389.xml
||||cv21513.xml
3|Intermediate|EN|English|cv37278.xml
||||cv30686.xml
||||cv14373.xml
2|Basic Knowledge|ES|Spanish|cv29875.xml
6|Native|PT|Portuguese|cv29875.xml
||||cv11634.xml
||||cv39327.xml
6|Native|PT|Portuguese|cv29793.xml
3|Intermediate|ES|Spanish|cv29793.xml
3|Intermediate|EN|English|cv29793.xml
||||cv21370.xml
||||cv12981.xml
4|Advanced|EN|English|cv4071.xml
||PT|Portuguese|cv4071.xml
3|Intermediate|ES|Spanish|cv15159.xml
2|Basic Knowledge|EN|English|cv19908.xml
4|Advanced|EN|English|cv13948.xml
3|Intermediate|ES|Spanish|cv19451.xml
||EN|English|cv19451.xml
||IT|Italian|cv19451.xml
||||cv38475.xml
||||cv23123.xml
4|Advanced|EN|English|cv3042.xml
||||cv33930.xml
||||cv33315.xml
||||cv18419.xml
||ES|Spanish|cv19878.xml
||EN|English|cv19878.xml
||||cv27684.xml
6|Native|PT|Portuguese|cv29280.xml
2|Basic Knowledge|EN|English|cv29280.xml
||||cv13056.xml
||||cv20962.xml
||||cv21220.xml
||EN|English|cv5167.xml
4|Advanced|EN|English|cv5167.xml
2|Basic Knowledge|ES|Spanish|cv5167.xml
2|Basic Knowledge|FR|French|cv5167.xml
4|Advanced|EN|English|cv27275.xml
3|Intermediate|EN|English|cv33465.xml
||EN|English|cv394.xml
2|Basic Knowledge|EN|English|cv18134.xml
4|Advanced|EN|English|cv34093.xml
2|Basic Knowledge|DE|German|cv34093.xml
||||cv11726.xml
3|Intermediate|EN|English|cv33480.xml
3|Intermediate|ES|Spanish|cv33480.xml
6|Native|PT|Portuguese|cv29010.xml
3|Intermediate|EN|English|cv1592.xml
||||cv21311.xml
||||cv5675.xml
||||cv13720.xml
||||cv15347.xml
||||cv25447.xml
||||cv34238.xml
4|Advanced|EN|English|cv3759.xml
||||cv15572.xml
3|Intermediate|EN|English|cv23284.xml
3|Intermediate|ES|Spanish|cv23284.xml
3|Intermediate|EN|English|cv5333.xml
||||cv36400.xml
||||cv9954.xml
||||cv33000.xml
||||cv38689.xml
||||cv37806.xml
||||cv22729.xml
4|Advanced|EN|English|cv9332.xml
||||cv37128.xml
||EN|English|cv242.xml
||FR|French|cv242.xml
||||cv30120.xml
||||cv7153.xml
4|Advanced|EN|English|cv8143.xml
6|Native|PT|Portuguese|cv28991.xml
3|Intermediate|EN|English|cv28991.xml
||EN|English|cv27685.xml
||||cv13088.xml
5|Near Native|EN|English|cv14435.xml
||||cv22292.xml
||||cv19250.xml
4|Advanced|EN|English|cv15350.xml
2|Basic Knowledge|ES|Spanish|cv15350.xml
||||cv37096.xml
||PT|Portuguese|cv27258.xml
3|Intermediate|EN|English|cv17573.xml
||||cv33360.xml
||||cv13104.xml
||||cv33165.xml
||||cv12836.xml
4|Advanced|EN|English|cv19923.xml
2|Basic Knowledge|ES|Spanish|cv19923.xml
||||cv11626.xml
||||cv21542.xml
6|Native|PT|Portuguese|cv29577.xml
4|Advanced|EN|English|cv32719.xml
||EN|English|cv12704.xml
3|Intermediate|ES|Spanish|cv17409.xml
3|Intermediate|EN|English|cv17409.xml
||||cv26873.xml
4|Advanced|EN|English|cv36963.xml
||||cv38546.xml
||||cv33509.xml
||||cv25846.xml
||||cv35136.xml
||||cv9583.xml
||||cv25745.xml
3|Intermediate|EN|English|cv10863.xml
||||cv19658.xml
||||cv25798.xml
||||cv7956.xml
||||cv38861.xml
||||cv3785.xml
||||cv34198.xml
||||cv20509.xml
||EN|English|cv4616.xml
||FR|French|cv4616.xml
4|Advanced|EN|English|cv37765.xml
||ES|Spanish|cv37765.xml
||||cv21422.xml
||||cv10513.xml
||||cv33373.xml
||||cv22912.xml
||EN|English|cv12404.xml
5|Near Native|EN|English|cv9096.xml
||||cv1526.xml
||||cv16132.xml
3|Intermediate|EN|English|cv12773.xml
||ES|Spanish|cv12773.xml
3|Intermediate|DE|German|cv12873.xml
3|Intermediate|EN|English|cv12873.xml
3|Intermediate|EN|English|cv34949.xml
3|Intermediate|ES|Spanish|cv34949.xml
3|Intermediate|ES|Spanish|cv32900.xml
2|Basic Knowledge|FR|French|cv32900.xml
||||cv35234.xml
||||cv26429.xml
||||cv37585.xml
2|Basic Knowledge|EN|English|cv27761.xml
3|Intermediate|EN|English|cv12842.xml
3|Intermediate|EN|English|cv5003.xml
||||cv27891.xml
||||cv15718.xml
3|Intermediate|EN|English|cv16038.xml
3|Intermediate|ES|Spanish|cv16038.xml
||||cv25575.xml
||||cv69.xml
3|Intermediate|EN|English|cv26896.xml
||EN|English|cv11107.xml
3|Intermediate|EN|English|cv20720.xml
6|Native|PT|Portuguese|cv20720.xml
3|Intermediate|EN|English|cv10820.xml
2|Basic Knowledge|JA|japanese|cv10820.xml
||||cv19741.xml
||EN|English|cv4329.xml
||||cv27504.xml
4|Advanced|EN|English|cv20433.xml
2|Basic Knowledge|ES|Spanish|cv20433.xml
4|Advanced|EN|English|cv7428.xml
||PT|Portuguese|cv7428.xml
||||cv10183.xml
3|Intermediate|EN|English|cv5551.xml
||||cv9355.xml
5|Near Native|EN|English|cv4265.xml
2|Basic Knowledge|ES|Spanish|cv4265.xml
||||cv19982.xml
4|Advanced|EN|English|cv16056.xml
||||cv15824.xml
||||cv10725.xml
||||cv6933.xml
3|Intermediate|EN|English|cv3650.xml
2|Basic Knowledge|ES|Spanish|cv3650.xml
||||cv10173.xml
3|Intermediate|EN|English|cv23290.xml
3|Intermediate|EN|English|cv3178.xml
2|Basic Knowledge|ES|Spanish|cv3178.xml
4|Advanced|EN|English|cv7639.xml
4|Advanced|EN|English|cv2432.xml
||||cv11319.xml
2|Basic Knowledge|EN|English|cv19090.xml
2|Basic Knowledge|ES|Spanish|cv19090.xml
||EN|English|cv22099.xml
||PT|Portuguese|cv22099.xml
2|Basic Knowledge|EN|English|cv29849.xml
6|Native|PT|Portuguese|cv29849.xml
3|Intermediate|EN|English|cv3752.xml
2|Basic Knowledge|ES|Spanish|cv3752.xml
||||cv36732.xml
4|Advanced|ES|Spanish|cv7790.xml
||EN|English|cv7790.xml
3|Intermediate|EN|English|cv25455.xml
2|Basic Knowledge|ES|Spanish|cv25455.xml
||||cv16199.xml
||||cv11683.xml
5|Near Native|EN|English|cv10836.xml
3|Intermediate|ES|Spanish|cv10836.xml
4|Advanced|EN|English|cv27828.xml
2|Basic Knowledge|ES|Spanish|cv27828.xml
||||cv17231.xml
5|Near Native|EN|English|cv7218.xml
||DE|German|cv15630.xml
3|Intermediate|EN|English|cv15630.xml
||IT|Italian|cv15630.xml
3|Intermediate|EN|English|cv36524.xml
2|Basic Knowledge|ES|Spanish|cv36524.xml
2|Basic Knowledge|EN|English|cv7816.xml
||||cv24126.xml
||||cv26726.xml
3|Intermediate|EN|English|cv14815.xml
3|Intermediate|ES|Spanish|cv14815.xml
||EN|English|cv33996.xml
||ES|Spanish|cv33996.xml
||IT|Italian|cv33996.xml
||||cv14649.xml
||||cv6399.xml
2|Basic Knowledge|EN|English|cv29350.xml
||||cv21160.xml
||||cv21020.xml
2|Basic Knowledge|EN|English|cv11867.xml
2|Basic Knowledge|ES|Spanish|cv11867.xml
4|Advanced|EN|English|cv29657.xml
6|Native|PT|Portuguese|cv29657.xml
2|Basic Knowledge|EN|English|cv8678.xml
2|Basic Knowledge|ES|Spanish|cv8678.xml
3|Intermediate|EN|English|cv27170.xml
4|Advanced|PT|Portuguese|cv14515.xml
3|Intermediate|EN|English|cv14515.xml
2|Basic Knowledge|EN|English|cv39398.xml
5|Near Native|PT|Portuguese|cv20589.xml
5|Near Native|EN|English|cv20589.xml
3|Intermediate|KO|Korean|cv20589.xml
||EN|English|cv37116.xml
||EN|English|cv16097.xml
||||cv5723.xml
2|Basic Knowledge|ES|Spanish|cv37591.xml
3|Intermediate|EN|English|cv37591.xml
||||cv5002.xml
5|Near Native|ES|Spanish|cv11275.xml
2|Basic Knowledge|EN|English|cv11275.xml
||EN|English|cv228.xml
4|Advanced|EN|English|cv8619.xml
||||cv22500.xml
||EN|English|cv15187.xml
||||cv21079.xml
||||cv33139.xml
||||cv22087.xml
||||cv11552.xml
||||cv33900.xml
||||cv37832.xml
||||cv35308.xml
||EN|English|cv36578.xml
||||cv22063.xml
||||cv30526.xml
3|Intermediate|EN|English|cv4075.xml
||||cv32811.xml
2|Basic Knowledge|EN|English|cv9771.xml
||||cv4783.xml
3|Intermediate|ES|Spanish|cv17365.xml
3|Intermediate|EN|English|cv17365.xml
||||cv34571.xml
4|Advanced|EN|English|cv10921.xml
4|Advanced|ES|Spanish|cv10921.xml
3|Intermediate|EN|English|cv33791.xml
2|Basic Knowledge|EN|English|cv20842.xml
2|Basic Knowledge|ES|Spanish|cv20842.xml
||||cv37416.xml
||ES|Spanish|cv12395.xml
||EN|English|cv13016.xml
6|Native|PT|Portuguese|cv29222.xml
||||cv30095.xml
||||cv27869.xml
4|Advanced|EN|English|cv12883.xml
3|Intermediate|ES|Spanish|cv12883.xml
||FR|French|cv12883.xml
||||cv24263.xml
||||cv38246.xml
||||cv34468.xml
4|Advanced|EN|English|cv12493.xml
3|Intermediate|ES|Spanish|cv12493.xml
||||cv32305.xml
||EN|English|cv9791.xml
||||cv21200.xml
||||cv38506.xml
3|Intermediate|EN|English|cv15047.xml
||EN|English|cv375.xml
||||cv17738.xml
||||cv9090.xml
||||cv36564.xml
4|Advanced|EN|English|cv37231.xml
||||cv25616.xml
2|Basic Knowledge|EN|English|cv15038.xml
4|Advanced|EN|English|cv19470.xml
4|Advanced|ES|Spanish|cv9375.xml
4|Advanced|EN|English|cv9375.xml
||||cv1801.xml
||||cv21935.xml
3|Intermediate|EN|English|cv19242.xml
4|Advanced|EN|English|cv10474.xml
2|Basic Knowledge|EN|English|cv9627.xml
2|Basic Knowledge|ES|Spanish|cv9627.xml
||||cv38985.xml
||||cv27874.xml
||||cv37013.xml
||||cv27548.xml
||EN|English|cv33336.xml
||||cv7440.xml
||EN|English|cv5447.xml
||||cv20623.xml
4|Advanced|||cv10111.xml
||ES|Spanish|cv24384.xml
||EN|English|cv24384.xml
||EN|English|cv13046.xml
2|Basic Knowledge|EN|English|cv29552.xml
6|Native|PT|Portuguese|cv29552.xml
2|Basic Knowledge|ES|Spanish|cv29552.xml
||||cv30740.xml
||||cv6317.xml
||||cv37872.xml
||||cv5072.xml
4|Advanced|EN|English|cv8833.xml
||||cv24912.xml
||||cv26521.xml
4|Advanced|EN|English|cv33343.xml
4|Advanced|EN|English|cv10268.xml
||||cv21088.xml
6|Native|PT|Portuguese|cv29136.xml
2|Basic Knowledge|EN|English|cv29136.xml
||||cv9534.xml
4|Advanced|EN|English|cv6366.xml
4|Advanced|EN|English|cv7071.xml
2|Basic Knowledge|ES|Spanish|cv7071.xml
||||cv38066.xml
3|Intermediate|EN|English|cv4627.xml
||ES|Spanish|cv4627.xml
2|Basic Knowledge|FR|French|cv4627.xml
2|Basic Knowledge|EN|English|cv34452.xml
2|Basic Knowledge|ES|Spanish|cv34452.xml
3|Intermediate|EN|English|cv14408.xml
3|Intermediate|ES|Spanish|cv14408.xml
||EN|English|cv28889.xml
||||cv38612.xml
||||cv27881.xml
||||cv17411.xml
6|Native|PT|Portuguese|cv29640.xml
3|Intermediate|EN|English|cv363.xml
2|Basic Knowledge|ES|Spanish|cv363.xml
||||cv37444.xml
||||cv9244.xml
||||cv32816.xml
||||cv22619.xml
||||cv2091.xml
||||cv21423.xml
6|Native|PT|Portuguese|cv20763.xml
||EN|English|cv20763.xml
||IT|Italian|cv20763.xml
||FR|French|cv20763.xml
||DE|German|cv20763.xml
||ES|Spanish|cv4671.xml
||EN|English|cv4671.xml
||IT|Italian|cv4671.xml
||PT|Portuguese|cv4671.xml
||EN|English|cv5593.xml
3|Intermediate|ES|Spanish|cv11471.xml
3|Intermediate|EN|English|cv11471.xml
||||cv27138.xml
||||cv25857.xml
||||cv21588.xml
||||cv22704.xml
||||cv14813.xml
6|Native|PT|Portuguese|cv29226.xml
||||cv15870.xml
3|Intermediate|EN|English|cv20893.xml
||||cv26204.xml
6|Native|EN|English|cv11372.xml
3|Intermediate|ES|Spanish|cv11372.xml
2|Basic Knowledge|EN|English|cv34190.xml
||||cv12311.xml
||||cv3416.xml
||||cv23120.xml
||||cv16118.xml
||||cv19551.xml
||||cv3030.xml
||||cv26883.xml
4|Advanced|EN|English|cv19236.xml
||||cv19400.xml
2|Basic Knowledge|KJ|Kwanyama|cv11601.xml
4|Advanced|EN|English|cv11601.xml
2|Basic Knowledge|FR|French|cv26801.xml
||||cv1951.xml
||||cv27556.xml
||EN|English|cv8506.xml
||||cv30923.xml
4|Advanced|EN|English|cv18527.xml
6|Native|PT|Portuguese|cv29131.xml
